1000
Atoms. Timestep: 0
B 9.99245 18.0012 2.0121
B 10.0066 17.9791 4.00792
A 10.0181 17.9845 6.01987
A 10.0036 17.9964 7.98631
A 9.98999 18.0007 10.0018
A 9.98454 18.0164 11.9938
B 10.0198 18.0128 14.0166
B 10.0152 17.9984 16.0134
A 9.97998 18.01 18.0144
A 11.9863 0.00436475 19.9953
A 12.0108 19.9836 2.01202
B 11.9873 0.0224907 3.99909
A 12.0045 19.9827 5.99
B 12 0.0227544 7.98389
B 11.99 0.015208 9.97789
A 12.0156 0.0100114 12.0082
B 11.9915 0.00909915 13.9812
B 11.9806 0.00299119 15.9991
B 12.0027 19.9806 18.0097
A 11.9938 2.01019 19.979
A 12.0126 1.99547 1.99636
A 12.019 1.99982 4.02096
A 11.9829 2.02113 6.0038
B 11.9791 1.99881 8.00728
A 12.0045 1.98635 10.0136
B 12.0061 1.98297 12.0146
A 12.0148 1.98453 13.9818
B 11.9966 2.01548 15.9918
A 11.9983 2.00072 18.0053
B 11.9861 3.99299 0.0163778
A 11.9854 3.98817 1.98525
A 12.0102 4.00473 4.0093
B 11.9809 3.99207 5.99818
A 11.9936 4.01259 7.98817
B 11.9925 4.01757 9.99025
B 11.9784 4.00247 12.01
B 12.0137 4.02184 14.0091
B 11.987 4.00182 15.9934
A 12.0184 4.0228 17.9964
B 11.9909 5.98179 19.9791
A 12.0153 5.98088 1.98544
B 12.0109 6.00301 3.98843
B 11.9866 6.01275 6.02067
A 11.9909 5.98104 7.98635
B 11.9821 5.98061 9.99909
A 11.9909 5.9989 11.9816
A 11.9825 5.99798 13.9929
B 11.9863 5.98178 15.9945
A 11.9873 5.9865 18.0127
B 12.0207 8.00429 19.9779
A 12.0037 7.98452 1.99454
B 11.9788 7.97789 3.98389
B 12.0207 8.00519 5.98179
B 11.9973 8.01756 8.00884
A 12.0137 8.01001 9.98433
A 12.0109 8.01475 12.0082
A 12.0118 8.02189 13.992
B 12.0085 8.01002 15.9802
B 11.99 7.99181 18.0009
A 12.0064 9.99363 0.0136747
A 12.0044 10.0002 2.00818
A 11.9809 9.99182 4.01731
A 11.9834 9.99181 5.98741
B 11.9897 10.01 8.01575
B 11.9791 9.98089 9.98088
B 11.9893 10.0073 11.9952
A 11.9818 9.98812 13.9836
B 12.0121 9.99245 16.0127
A 11.9844 9.99909 17.9898
B 11.9936 12.0094 19.9982
B 11.9909 12 1.97996
B 12.0034 11.9921 4.01367
B 12.0048 12.0064 5.99089
B 11.99 11.9943 8.00156
A 12.0129 12.0173 9.98252
A 11.978 11.98 12.0018
A 12.0155 12.0193 13.9854
A 12.0018 11.9836 15.9911
B 12.0209 12.0055 18.013
B 12.0009 14.0173 0.0227468
A 11.9911 13.9998 2.01274
B 12.0209 14.0116 4.01638
A 12.0066 14 6.01712
A 12.0055 13.9782 8.00654
B 11.9788 13.9854 9.9948
B 11.9784 13.9966 12.0109
B 12.0219 14.0003 14.0055
B 12.0191 14.0073 15.9961
A 12.0138 14.0118 17.9773
B 11.9861 15.9827 19.987
A 11.9956 16.0146 2.00347
A 12.021 15.9927 4.00472
B 12.0118 15.9973 6.02302
B 12.0082 16.0057 8.01611
A 12.0162 15.9827 10.0218
B 11.9884 16.0009 12.0148
B 12.0218 15.9797 14.0116
A 11.9974 16.0062 16
B 12.0025 15.9821 17.9848
B 11.9809 17.9779 19.9879
A 12.0035 17.9836 2.01456
B 11.9961 18.0021 4.00455
A 11.9829 17.998 6.01729
B 12.0212 18.0228 7.98934
B 11.9984 18.0057 10.0027
B 11.9909 17.9988 11.9788
A 12.0045 17.9854 14.0008
A 11.9809 17.9765 15.9783
B 11.9854 17.9918 18.0167
A 14.0137 19.9929 19.9844
A 13.9954 19.9845 1.97999
A 13.9864 19.9809 3.97743
B 14.0227 0.0163895 6.02302
B 13.9961 19.9973 7.9979
A 13.9935 0.00345486 10.0064
B 14.0091 0.0227504 11.9772
A 14.0209 19.9845 14.019
A 14.0016 0.00545489 15.992
B 14.0173 0.00754794 17.9854
B 14.0036 1.98362 19.9788
A 14.0036 2.00093 2.00163
A 13.9792 2.01476 4.0193
B 14.0103 2.00819 6.00027
B 13.9864 1.98335 7.97971
A 14.0109 2.01366 9.99438
A 13.9789 2.00273 11.9801
B 13.9866 1.98116 13.9966
B 14.0209 2 15.9791
B 14.0103 1.99454 18.0037
A 14.0127 3.98089 19.988
A 14.0082 3.9927 1.99928
B 13.993 3.9948 3.99936
B 14.0107 3.99271 5.99973
A 13.9911 3.98527 8.00618
A 13.9989 4.01109 10.0175
B 14 4.00546 11.9821
B 14.0191 3.97972 14.0125
A 14.0108 4.00345 16.0191
B 14.0082 3.98426 18.0045
B 14.0046 5.98089 19.9845
A 13.9947 6.01004 2.00455
B 14.0137 6.01794 4.003
B 14.0164 6.00611 5.98062
A 14.0155 5.98725 7.97999
B 13.9964 5.99845 9.97998
A 14.0102 5.97888 12.0071
A 14.0111 5.99272 14.0109
A 14.0153 6.00928 16.0119
A 14.0002 6.0091 17.9765
A 13.9927 8.01001 19.9798
A 13.9863 7.98906 2.01094
A 13.9864 8.01164 4.02186
A 13.998 7.98527 5.99998
A 13.9991 7.9982 8.00564
B 14.0012 7.98544 10.0091
A 13.9856 8.00111 11.98
B 14.0076 7.9818 13.9957
B 14.0061 8.00391 15.98
B 13.9882 8.01365 18.0207
B 13.9821 9.97841 19.9909
A 13.9929 10.0002 2.0217
A 13.99 10.0182 3.97811
A 14.011 9.98654 6.00914
A 13.9889 9.98814 7.98651
B 14.01 9.97816 10.0212
B 13.987 9.98362 12.0116
A 13.9966 10.018 14.0045
B 13.9997 10.0036 16.0109
A 13.98 10.0007 17.9882
B 14.0152 12.0228 0.01119
B 13.9961 12.0057 1.99427
A 13.9825 11.9956 4.00728
B 14.0216 12.0075 5.97725
A 13.9909 12.0193 8.01092
B 13.9903 11.9861 9.98453
A 13.9873 12.0045 11.9843
A 14.0201 12.0065 14.0166
B 14.0045 12.0182 16.0073
A 13.9798 12.0011 17.9791
B 14.0152 14.0207 19.9964
B 14.0091 14.0055 2.0082
B 13.9952 13.9845 3.99454
B 14 14.01 5.98544
B 13.9939 13.9994 7.98153
A 13.9973 14.0034 9.99272
B 13.9891 13.9939 12.0194
B 14.0006 13.9912 14.0091
B 13.9872 14.0182 15.9772
B 13.9973 13.9791 18
A 14.0217 15.9962 0.0083684
B 13.9921 16.0052 1.98544
A 13.9774 16.0099 4.00455
B 14.0061 15.9873 6.01756
B 13.9943 16.0027 8.00792
A 14.0009 16.0202 10.0118
B 13.9834 15.9925 11.9984
B 14.0106 15.9836 14.0164
B 14.0076 15.9882 16.0198
A 13.9864 16.018 18.0071
A 14.0209 17.9936 19.9973
A 14.0047 18.0089 1.98542
A 14.0073 17.98 3.99837
B 14.0064 17.9918 5.98115
B 13.9936 18.0064 7.99637
B 14 17.9818 9.98699
A 14.0026 18.0091 11.9864
B 13.9782 17.9988 14.0012
B 13.9875 18.0161 16.0061
A 13.9971 18.0084 18.0171
A 16.01 19.9889 19.9971
A 15.9911 0.0116607 1.99107
B 16.0157 19.9809 4.00637
A 16.0189 0.0156603 6.0226
A 15.9898 19.9991 7.98812
A 15.9792 19.9989 10.0173
A 16.0218 19.9781 11.9901
B 16.0027 19.9921 14.0209
A 16.012 19.9873 15.9818
B 15.9791 19.9866 17.9918
A 16.0209 1.97833 19.9825
A 15.9891 1.99633 2.0011
B 16.013 1.98089 4.01573
B 16.0073 2.02002 6.02185
B 15.9788 2.00664 8.00155
A 15.9829 2.01824 9.99346
A 15.9854 2.00293 11.9883
B 16.0173 2.00364 13.9994
B 15.9888 2.00546 15.9909
B 16.0018 2.00429 18.007
B 16.0227 3.98206 0.0191094
A 16.0093 4.01566 1.99727
B 15.9925 3.97815 3.99545
A 15.9836 4.00273 5.99545
B 16.02 3.98244 8.01183
A 15.9774 3.98832 9.99909
B 15.9879 3.98479 11.9821
B 15.9882 4.01729 14.0034
A 15.9874 3.97796 16.0071
A 15.9934 4.00091 18.0093
B 16.0016 5.99636 19.9973
B 16.0182 6.01001 2.01092
B 15.9973 6.00182 4.02185
B 15.9852 6.00819 5.99153
A 16.0027 5.98726 8.01273
B 15.9788 5.98024 10.0121
B 16.0036 6.01458 11.98
B 16.0127 6.01366 13.9897
A 16.0102 6.01094 16.0046
B 15.9882 5.98024 18.0157
B 16.0182 7.99636 19.9925
A 16.0073 8.00546 2.01547
B 16.0109 8.01976 3.98999
A 15.9856 7.98342 6.0091
B 15.9973 7.99454 7.9857
B 16.0009 8.02186 10.0109
B 16.0155 7.98517 11.9845
B 15.9779 7.98634 13.9852
A 16.008 8.01729 16.0027
B 15.9788 7.99701 17.9775
B 16.0073 9.99974 0.00755494
B 16.0127 10.0127 1.97788
A 16.0228 10.0044 4.0162
A 15.9872 10.0128 6.00636
A 15.9893 10.0091 8.00108
B 16.0027 9.99635 9.9909
A 16.0089 10.0098 12.0136
B 16.0009 9.97789 13.9873
A 16.0034 10.0191 15.9807
A 15.982 9.98162 18.0075
A 15.988 11.9798 19.9809
A 15.9818 11.9807 1.98906
A 16.002 11.9918 4.01734
A 16.018 12.0054 5.99015
B 15.983 11.9866 8.01482
B 15.9945 11.9854 10.0161
A 16.0093 12.0065 11.9862
A 15.9783 12.0144 13.98
A 16.0045 12.0011 15.9781
A 16.021 11.9891 18.0201
A 16.0117 14.0146 19.9845
A 16.0062 14.0129 1.99726
A 15.9789 13.9893 4.02094
A 16 14.0128 6.02019
B 16.0228 14.0016 7.9857
B 16.0057 13.9888 10.0128
B 15.9854 13.9845 11.9906
A 15.9789 14.0173 14.01
B 16.0006 14.0012 16.0136
A 16.0108 13.9893 17.9816
A 16.0166 16.0211 0.0200146
B 15.9897 16.0212 1.99935
B 16.0173 15.9948 4.0052
A 15.98 15.9827 5.99161
A 16.0136 15.9973 8.02189
A 15.9854 16.0155 9.98903
A 16.0062 16.0208 12.0128
A 15.9818 16.0082 14.0093
B 15.9818 15.99 16.0139
B 15.9791 15.9809 18.0125
B 16.0045 17.9909 19.9893
B 15.98 17.9988 1.98817
B 16.0182 17.9854 3.99337
A 15.9845 17.9954 5.99272
B 16.0025 18.0155 8.01756
B 15.9809 17.9954 9.99609
A 15.9963 18.0109 11.9907
A 15.9973 18.0011 14.0075
B 16.0097 17.9852 16.0127
A 16.0064 17.9791 18.0209
A 18.0036 19.9929 19.9818
B 18.0021 0.00363906 1.97933
B 17.9806 0.00936146 3.98791
A 18.0054 0.0100081 6.02257
A 17.9956 0.0182041 8.02109
B 18.0009 19.9909 10.0103
B 18.0155 19.9927 11.9833
A 18.0098 19.9945 14.0055
B 17.9857 19.9873 16.0021
B 17.9772 0.016648 17.9988
B 17.9791 1.99909 19.9925
A 17.9975 2.01729 1.98089
B 17.9934 2.01794 4.01938
B 17.9815 2.01301 6.01884
A 17.9891 2.01093 8.00091
B 18.0148 1.9827 9.99363
A 18.0119 1.98252 11.9909
B 18.0127 1.98753 14.0064
A 18.0209 2.02002 16.0009
B 18.0191 1.99973 17.993
A 18.0173 4.00711 19.9929
B 18.0164 3.98635 2.00637
A 18.0127 3.97998 3.98089
B 17.9912 4.00974 6
A 17.9791 3.99636 8.02092
B 17.9957 4.01157 9.99909
A 18.0209 4.00459 12.0191
B 17.9955 3.98517 13.993
B 18.0064 3.97932 15.9779
A 17.9975 4.01258 17.9798
A 18.0098 6.00457 19.9909
A 18.0045 6.00985 2.01566
B 17.9872 5.97816 3.98817
A 18.0055 6.00546 6.0226
A 18.0166 5.98635 7.99452
A 18.0164 6.02092 9.99636
A 18.0091 5.98449 11.9945
A 17.9818 6.00164 13.9883
B 17.9984 6.01248 16.0118
A 18.0026 5.99635 18.0153
A 17.98 7.97741 19.9991
A 17.9902 7.99179 1.98086
A 18.0144 8.01076 4.01021
B 17.9927 7.97816 5.98362
A 18.0062 7.98016 8.01274
B 17.9872 8.00299 9.97907
A 17.9925 8.01823 11.9789
A 18.0045 8.00638 14.0064
A 17.9847 8.01896 16.0146
A 18.0182 7.99016 18.0118
B 17.9915 10.0027 0.0179399
A 18.0007 10.0029 1.9789
A 17.989 9.98651 3.97815
A 18.0102 10.018 5.99837
B 17.9984 10.0003 7.9939
B 17.9915 10.0091 9.99336
A 17.9927 10.0156 12.0071
A 18.0173 10.002 13.9909
A 18.022 9.9774 15.9993
B 18.0218 9.98999 18.0003
A 17.9993 12.0226 0.0111062
B 18.0112 12.0218 1.99662
B 18.003 12.0046 4.01976
A 18.0027 12.0166 5.99636
B 17.9845 11.9909 8.0039
B 18.0055 11.9809 10.02
B 18.0191 11.9994 12.0027
B 17.9793 11.9973 14.0164
B 18.0176 12.0218 15.9833
A 17.9863 11.9971 17.9962
A 18.0009 13.9901 0.0136657
A 17.9874 13.9843 1.98542
A 17.9956 13.9898 3.98016
B 17.9973 14.0039 5.99753
B 17.9991 14.0091 8.00637
B 17.98 14.0016 10.0027
B 17.9961 13.9961 12.0152
A 18.0164 14.01 13.9998
A 18 14.0164 15.9963
A 17.9964 14.0028 18.0191
B 17.9939 16.0155 19.9845
A 17.9971 16.0128 2.01164
A 18.0153 16.0073 4.01473
B 17.9975 16.0228 5.98571
B 17.9848 16.0188 7.98153
A 17.9847 15.9918 9.98798
A 18.0146 16.0107 12.0002
B 17.9912 16.0194 14.0076
B 17.9772 16.0046 15.9797
A 18.0089 15.9818 18.0009
A 18.0198 17.9853 19.9854
A 18.0144 18.0102 1.9918
A 18.0164 18.0075 4.01293
B 17.9948 18.0225 5.9909
A 18.0118 18.0171 7.98544
B 17.9945 17.9957 10.0146
A 18.0166 17.9993 12.01
B 18.0109 17.9915 13.9864
A 18.0136 18 15.9935
A 17.9783 17.9956 17.9864
1000
Atoms. Timestep: 92
A 19.9919 19.9908 19.9807
B 0.00801029 19.9874 1.98988
A 0.0237642 0.00350151 4.01917
A 0.0165686 19.9824 5.99371
B 0.00276039 19.9936 8.0092
A 0.0183989 0.0045985 10.0063
A 0.00167638 19.9888 12.0092
A 0.00645327 19.979 14.0066
B 0.0119648 0.011966 15.9883
B 19.9979 19.9936 18.0016
A 0.0173377 1.97716 0.00183662
B 0.0156406 1.98777 2.01656
A 19.9779 2.00753 4.00351
A 0.00551807 1.97993 6.00845
B 20 1.98343 7.98647
B 19.9933 1.98739 9.99421
A 19.9972 2.00754 11.9779
B 19.9899 2.02052 13.9984
B 19.9972 1.98776 16.0138
B 0.00616158 1.98066 17.9905
B 19.9936 3.99264 0.00524885
A 0.0108798 4.01472 1.99172
B 0.014996 4.00671 4.01592
B 4.00521e-06 4.0012 5.98066
B 19.9945 4.00368 8.02118
B 19.9933 3.98436 9.98066
B 19.992 4.01224 12.0101
B 19.997 3.99078 14.0181
A 19.9796 3.98528 16.0147
B 19.9825 4.01998 18.004
A 0.0102867 5.98988 0.00291446
B 0.0122373 5.99844 2.01591
B 0.0138186 6.01721 4.01472
B 0.00367946 5.99237 6.00092
B 19.9844 6.01813 7.99448
B 19.9816 6.00277 10.0037
B 19.9883 5.98776 11.9899
B 19.9899 6.01198 14.0028
B 0.00156951 6.01592 16.0154
A 19.9788 5.99356 18.0192
B 0.0183983 7.97976 19.9936
B 19.9883 7.98224 1.99237
A 19.9871 8.01733 4.01178
A 19.9805 7.97793 6.02118
A 0.0119566 8.02207 8.00936
B 0.0107746 7.99513 9.9908
A 0.0167475 8.01181 12.0009
B 0.00579585 7.98066 13.992
B 0.0137974 7.99723 16.0101
B 19.9807 8 17.9825
A 19.9954 10.023 19.9871
A 0.013058 9.98161 2.01109
A 0.00275517 9.97806 3.97715
B 0.0202406 9.99908 5.97911
B 0.0208946 9.98739 7.97949
A 19.9834 9.98252 10.0109
A 19.9891 9.9917 12.0011
B 19.9963 10 14.0224
B 19.9984 10.0101 15.9795
A 19.9972 9.98416 17.9888
B 19.9902 11.9871 0.0103954
B 19.9942 12.0086 1.99816
B 19.9816 12.0214 3.99973
A 0.00737025 12.0026 5.99081
B 19.9915 11.988 8.01592
B 0.00183989 12.0104 9.99328
A 0.0229933 11.9982 12.0193
B 19.9942 11.9924 14.0049
B 19.9954 11.9954 15.9979
A 0.00736512 12.023 18.0212
A 0.0204234 14.0212 0.01121
B 0.0202398 13.9997 2.02327
B 0.0183985 13.9914 4.0126
A 19.998 14.0186 6.01655
B 0.0135296 13.9908 8.01683
B 19.9954 13.9936 10.0126
A 19.9972 13.9825 11.9879
A 0.0148866 14.0129 13.9882
B 0.00855686 13.9982 16.0028
A 19.9873 14.0046 18.0118
B 0.0202592 16.0202 19.9853
A 19.9808 16.0035 2.00444
A 19.9908 15.9982 3.99557
B 0.0172124 16.0021 6.01224
B 19.977 15.989 7.97883
B 0.0128767 15.9954 9.99606
A 19.99 15.9818 11.9972
B 0.00368944 16.0064 13.9929
B 19.988 16.0184 16.0062
A 0.0102886 16.0186 18.0166
A 0.00567545 18.0044 0.0182294
A 0.00184882 18.0094 2.00844
B 0.0159207 17.9982 4.01408
B 0.00249191 17.9951 6.00184
B 0.00303184 17.9807 7.9779
B 19.9834 17.9914 10.0212
B 0.00487689 17.989 12.0209
A 0.00350267 17.9833 13.9899
B 0.0229957 18.0101 16.0224
B 19.9782 18.0003 17.9868
B 2.00763 0.00249279 0.0211595
A 2.01655 19.9871 2.00258
A 2.00091 19.9926 4.01107
A 2.01673 19.9974 5.98432
A 1.98989 19.9786 7.99834
B 1.97819 19.997 10.0055
A 1.99631 0.0044199 11.9814
A 1.9871 19.9956 14.0223
B 2.02089 19.9963 16.0092
A 1.98693 19.9833 18.012
A 1.9834 1.98694 19.9982
A 1.98345 1.98436 2.00478
B 2.0184 1.98279 4.00395
B 2.02116 1.9929 6.01169
A 2.01379 2.02031 8.00905
A 1.99632 2.02008 9.98616
A 1.98065 2.00845 12.0039
B 1.98896 1.97792 14.0028
A 1.99799 2.01732 15.9796
A 2.01549 1.98712 17.9963
A 1.99616 3.99926 19.9981
A 1.99906 3.98362 2.02226
B 2 3.9908 3.98831
B 1.99908 4.01353 6.01169
A 1.98528 3.98246 7.99156
A 1.98049 4.00826 9.98176
B 1.99356 4.01223 12.0202
A 2.01089 3.99155 14.0063
A 2.00923 3.99537 15.9779
A 1.98805 3.9917 18.0074
B 2.00644 6.0092 0.0149922
B 1.99356 6.02144 2.01564
B 1.98343 6.01722 3.99788
A 1.99448 6.00077 6.01457
A 1.98326 6.01569 7.99539
A 2.0026 6.01197 9.98821
B 1.99448 6.0138 12.0166
A 2.0201 5.98729 14.0109
A 1.98419 6.01012 16.0055
A 2.00755 6.02305 17.9799
A 1.98235 7.97884 0.0158104
B 1.98343 7.98065 2.00092
A 1.98545 7.98325 4.00258
A 1.99374 7.97972 6.01107
A 2.01672 7.98895 7.98709
A 1.998 8.002 10.0048
B 2.01499 8.01841 12.0003
B 1.99171 7.98528 14.0016
A 2.00442 8.01581 16.0136
A 1.98233 7.98818 18.0156
B 2.01564 10.0224 0.00184969
B 1.99107 10.0218 1.985
A 2.02117 10.0122 4.00717
A 1.99264 10.0129 6.01843
A 1.9897 9.97789 7.99463
B 2.00487 10.0012 9.9837
B 2.0012 9.99907 12.0126
A 2.00994 9.98048 13.9972
B 1.99447 10.003 15.9791
B 1.99659 10.0046 17.9899
B 1.98041 12.0074 0.00367889
A 2.01732 12.0173 1.98896
B 1.98436 12.0028 4
A 1.99832 12.0157 6.01547
A 1.98048 12.012 8.01028
B 1.99605 12.0147 10.0122
B 1.97976 12.011 11.9859
A 1.9888 12.014 14.0175
B 1.98803 11.988 16.0083
A 2.01766 12.011 18.0193
B 1.98739 13.988 19.9767
A 1.99173 14.0048 1.99983
A 2.01839 13.998 3.99818
A 2.00293 13.9935 5.9816
A 1.98988 13.9983 7.97901
B 2.0046 14.0154 10.0058
B 1.99264 14.0009 11.9917
B 2.00184 13.9791 13.9834
B 1.9896 13.989 15.9945
B 1.99474 13.9938 18.0074
B 1.98868 15.9834 19.9972
B 2.00211 16.0028 2.02182
A 1.98987 16.0066 4.01089
A 1.98693 16.0028 5.98635
B 2.0071 15.9975 8.0184
A 2.00537 16.0184 10.0074
B 2.01315 15.9807 11.9819
B 1.98619 16.0099 13.9908
B 1.98777 16.0172 16.0193
B 2.023 15.9963 17.9936
B 2.01408 17.988 0.00249434
A 1.97715 17.9962 2.0046
B 1.98776 18.0193 4
A 2.01641 18.0194 5.98252
B 1.99605 17.985 7.98923
B 1.98961 18.0159 10.0092
B 1.98592 18.0089 11.9979
A 2.01199 18.0026 14.0155
A 2.01656 17.9926 16.0103
B 2.00894 18.0163 17.9883
B 4.01841 19.996 0.0205142
B 3.99107 0.00459611 2.01168
A 3.99833 0.0193784 3.98345
B 3.99632 19.9862 5.98186
B 3.98647 19.9902 8.00461
B 3.98409 19.9957 9.98684
A 3.99741 19.9816 12.021
A 3.99815 19.9808 14.0147
A 4.00092 0.0117844 16.0157
A 4.01292 19.9798 17.9799
A 3.9965 2.00168 0.00201162
B 3.98923 2.01721 1.99816
A 4.0201 1.97806 4.00169
A 3.99523 1.99448 5.97991
B 4.015 1.98988 8.00764
B 3.99751 1.98869 9.9942
A 4.00095 1.98085 12.0074
B 3.99172 1.98804 14.0129
A 4.00459 2.00827 16.0017
A 3.97991 1.97902 17.9972
A 3.98637 3.98249 19.9842
A 4.00923 4.00735 1.97809
B 3.98776 4.00211 4.01316
B 4.00367 4.00027 5.98711
B 3.99448 3.98041 7.99605
A 4.01567 3.99341 9.98528
B 4.00617 4.0012 12.0064
A 3.99003 3.97958 14.0007
A 4.0009 4.01381 16.0213
B 3.98528 4.01132 17.9807
A 4.01103 6.00924 19.9963
B 3.98619 5.99567 1.9929
B 3.99541 6 4.02025
B 3.98739 5.99724 6.00064
A 4.00463 5.98345 7.99523
A 3.98176 5.9788 10.0002
B 4.01446 5.98803 12.0221
A 3.98156 6.00295 14.0146
A 3.99539 5.99445 15.9919
B 4.00644 5.99328 17.9972
A 3.98343 7.98709 0.0139802
B 4.01538 7.99539 1.99383
B 4.0138 8.00525 4.00093
B 3.99908 8.00921 5.98158
B 4.00303 8.01012 8.0163
A 3.98709 8.02044 10.0138
B 4.02025 7.99908 12.0067
B 4.01906 7.98896 13.9905
A 4.00462 8.01675 15.9962
A 4.01399 8.00828 17.9926
A 3.99616 9.99911 19.9908
B 4.00617 10.0191 1.98528
A 4.01949 10.0092 3.98344
B 4.00644 9.98066 5.98712
A 4.0074 10.0053 7.97701
B 4.00525 9.98252 9.9791
B 3.9804 10.02 12.0034
A 4.01397 9.99062 13.9926
B 4.01353 9.98462 16.0187
B 4.01077 9.99107 17.9868
A 4.00644 11.979 0.0127369
A 4.0046 11.9816 1.97898
B 3.9908 12.0067 3.99567
B 3.99356 12.0166 6.00157
A 4.01952 12.0223 7.98969
A 4.01272 12.0221 10.0184
A 4.00276 11.9786 12.0092
A 3.98251 12.0028 14.0149
B 3.99817 12.0117 15.9782
B 4.00368 11.9825 18.0099
B 3.98777 14.0138 0.00276079
B 4.01775 14.004 2.01472
B 4.00856 13.9951 4.01932
B 3.9862 13.9776 6.01288
B 3.97819 13.9908 7.99632
B 4.02301 13.9779 9.98777
A 4.00628 14.0204 11.9851
A 3.98436 13.979 13.9816
A 4.00368 13.9925 15.9956
B 4.02302 13.9813 17.9846
A 3.98049 16.0202 19.9808
B 3.99237 16.0009 2.01748
A 4.00478 16.0017 4.01825
A 4.01399 16.009 5.98707
A 3.98528 15.9998 8.01938
A 3.98636 15.9879 9.98082
B 4.01749 16.0064 11.9984
B 4.01382 16.0212 14.0098
A 4.00998 16.002 16.0219
A 4.01196 16.0072 18.0129
B 3.98619 18.0113 0.0196034
B 4.01564 17.9991 1.98224
A 3.97793 17.9898 3.98141
A 3.99371 17.9965 6.00922
A 3.99616 17.9965 8.00367
A 4.01273 18.0158 10.0101
A 3.99984 18.0026 12.0202
A 3.98892 17.9925 14.0186
B 4.00736 18.0156 16.0083
A 4.01549 17.9853 17.9807
B 5.98526 19.9816 19.9938
B 5.98895 19.9809 1.99171
B 5.99843 19.996 4.01445
A 5.99981 19.987 6.00276
B 5.99263 0.00946776 8.00276
A 6.01012 19.9873 9.97976
B 6.01592 19.9844 12.0028
A 6.01767 19.9974 14.0064
B 6.0012 19.988 15.9991
A 5.98339 0.0185931 18
B 6.00027 2.01841 0.0092062
B 6.00801 2.01998 1.9988
A 5.97879 1.99522 3.99983
A 5.99465 1.97717 5.9928
B 5.99356 2.01629 7.99566
B 6.01381 1.9954 10.0181
A 5.98896 1.99429 11.9788
B 6 1.99015 14.0037
A 6.0149 1.97957 15.977
B 5.99199 2.0138 18.0003
B 5.97911 4.01565 0.0165592
A 5.98083 3.99724 1.97867
A 6.02376 4.00386 3.97718
B 6.01997 4.00487 6.01472
A 6.02007 3.98785 7.99062
A 6.00568 4.01471 10.0074
A 5.99891 4.01842 11.9864
B 5.99751 3.98409 13.988
A 6.01657 4.01107 16.0136
A 5.99429 4.01641 17.9827
B 6.02235 5.99236 19.992
B 6.01841 5.9816 2.00829
B 5.97791 6.00092 3.98712
B 5.99697 6.00065 5.98777
A 5.99172 6.01583 8.01195
B 6.01748 5.99908 10.0101
A 5.97773 6.01396 12.0146
A 5.99006 5.99063 13.9834
A 6.01751 6.00828 15.9862
A 6.00442 5.98911 17.9873
A 6.012 7.98693 19.9842
A 5.97868 7.98878 1.9908
A 6.00996 7.99448 4.00923
A 5.98878 7.99155 5.99464
B 5.9954 7.98988 8.01656
A 6.00921 8.00352 9.9954
B 5.98619 8.01104 12.0046
A 6.00919 8.00018 14.0026
A 5.97881 7.99262 16.0029
B 5.99908 8.00276 17.9908
A 5.98177 10.0195 0.0138284
A 5.98804 10.0083 2.00752
B 5.98095 9.98647 4.00828
A 6.00643 9.99078 6.01088
A 5.98249 10 7.99354
A 5.9805 9.9963 9.99907
A 5.99724 10.011 12.0149
B 6.023 10.0018 14.0064
A 6.0138 10.0048 16.0183
A 6.01734 9.97776 17.9788
B 5.98463 11.9853 0.0193198
A 5.99648 12.0204 1.98068
B 6.01197 12.0009 4.00368
A 6.0026 12.0203 5.9862
B 5.99752 11.9966 7.9862
A 6.00108 12.0149 10.0147
B 6.00764 11.9788 12.0028
A 5.99632 12.0046 13.9788
B 5.98593 11.9846 15.9945
A 6.01196 11.9845 18.0166
A 5.99908 14.0063 19.9945
B 6.00432 14.0129 1.99291
B 5.985 13.977 3.98961
A 6.00442 13.9891 5.98068
B 5.98225 14.0092 8.01223
B 5.99972 14.0067 10.0006
A 5.99445 13.9853 12.0212
B 6.01932 14.0067 13.9874
B 6.00736 13.9869 15.9963
B 5.98066 14.0104 18.0025
A 6.01476 16.014 0.00718349
A 5.98621 16.0192 2.00937
B 6.01104 15.9862 3.99659
B 6.00184 15.9874 5.99079
B 6.02208 15.9979 8.00184
B 5.98896 15.985 10.0166
B 5.98158 15.989 11.9991
B 5.9942 16.008 13.9933
A 5.97788 15.9851 15.9945
B 5.98252 15.9896 18.0212
B 5.98317 17.9819 19.9945
A 6.01196 17.9873 2.01748
B 6.01288 18.0009 3.99568
B 5.98279 18.0154 5.9804
A 5.98268 18.0184 8.01366
A 5.98635 18.0072 9.97788
A 5.98452 18.0083 11.9972
A 6.01951 17.9989 14.0203
A 5.98804 17.9928 15.9963
A 5.99371 17.9842 18.0223
B 8.00526 0.0103926 19.9883
B 8.0138 0.0162848 2.02025
B 7.99145 19.9963 4.00064
A 8.01951 19.9899 6.0138
B 8.02117 19.9972 8.01867
B 7.98068 0.0193333 10.0221
B 7.98868 19.9988 11.9963
B 7.98555 0.00828623 13.9788
B 7.9862 0.00367882 16.0089
A 8.01768 0.0101215 17.988
B 8.00157 2.00644 0.010768
A 8.0092 2.00276 2.02192
A 8.00479 2.01179 4.01028
B 7.97884 2.00092 6.01132
B 7.98067 2.00249 7.97698
B 7.99144 1.98159 10.0071
